C00 94
C01 39
C02 0
C03 -14
C04 0
C05 36
C06 46
C08 78
C09 23
C10 58
C11 25
C12 109
C13 94
C14 43
W01 26
W02 121
W03 0
W04 480
W05 743
W06 1028
E02 374
E03 664
E04 1153
E05 1643
E06 1979
S01 419
S02 605
S03 935
S04 1285
S06 1824
